File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD13Q1_006__250m_16_days_NDVI_doy2007073_aid0001,_250m_16_days_NDVI,aid0001,2007-03-14,39639.0,-0.2,0.9247,"(-0.2,0.9247)",0.4584715,0.251298,0.0631507,0.65695,0.9247,0.5265,-0.2,0.3133
MYD13Q1_006__250m_16_days_NDVI_doy2007089_aid0001,_250m_16_days_NDVI,aid0001,2007-03-30,34083.0,-0.2,0.8998,"(-0.2,0.8998)",0.3294825,0.257878,0.0665011,0.538,0.8998,0.3502,-0.2,0.1284
MYD13Q1_006__250m_16_days_NDVI_doy2007105_aid0001,_250m_16_days_NDVI,aid0001,2007-04-15,35744.0,-0.2,0.85,"(-0.2,0.85)",0.4455863,0.2442971,0.0596811,0.632025,0.85,0.5076,-0.1905,0.302975
MYD13Q1_006__250m_16_days_NDVI_doy2007121_aid0001,_250m_16_days_NDVI,aid0001,2007-05-01,40203.0,-0.2,0.8718,"(-0.2,0.8718)",0.4436507,0.2520045,0.0635063,0.6389,0.8718,0.5123,-0.2,0.28925
MYD13Q1_006__250m_16_days_NDVI_doy2007137_aid0001,_250m_16_days_NDVI,aid0001,2007-05-17,36192.0,-0.2,0.8534,"(-0.2,0.8534)",0.4631169,0.2257244,0.0509515,0.6267,0.8534,0.5279,-0.0457,0.3577
MYD13Q1_006__250m_16_days_NDVI_doy2007153_aid0001,_250m_16_days_NDVI,aid0001,2007-06-02,36432.0,-0.2,0.8198,"(-0.2,0.8198)",0.4305693,0.2124621,0.0451402,0.581,0.8198,0.4901,-0.0379,0.3333
MYD13Q1_006__250m_16_days_NDVI_doy2007169_aid0001,_250m_16_days_NDVI,aid0001,2007-06-18,36816.0,-0.2,0.833,"(-0.2,0.833)",0.4696302,0.2036432,0.0414706,0.6092,0.833,0.53,0.0672,0.3924
MYD13Q1_006__250m_16_days_NDVI_doy2007185_aid0001,_250m_16_days_NDVI,aid0001,2007-07-04,37432.0,-0.2,0.844,"(-0.2,0.844)",0.3908032,0.1893907,0.0358688,0.5195,0.8095,0.441,0.0095,0.315475
MYD13Q1_006__250m_16_days_NDVI_doy2007201_aid0001,_250m_16_days_NDVI,aid0001,2007-07-20,37839.0,-0.2,0.8109,"(-0.2,0.8109)",0.3081561,0.1634586,0.0267187,0.4165,0.681,0.341,-0.0256,0.2396
MYD13Q1_006__250m_16_days_NDVI_doy2007217_aid0001,_250m_16_days_NDVI,aid0001,2007-08-05,38500.0,-0.2,0.7891,"(-0.2,0.7891)",0.2806402,0.1586649,0.0251746,0.3871,0.6534,0.3101,-0.0589,0.2087
MYD13Q1_006__250m_16_days_NDVI_doy2007233_aid0001,_250m_16_days_NDVI,aid0001,2007-08-21,39256.0,-0.2,0.8041,"(-0.2,0.8041)",0.2939848,0.1510403,0.0228132,0.3901,0.6303,0.3152,-0.0104,0.2299
MYD13Q1_006__250m_16_days_NDVI_doy2007249_aid0001,_250m_16_days_NDVI,aid0001,2007-09-06,43021.0,-0.2,0.8436,"(-0.2,0.8436)",0.4572167,0.2429986,0.0590483,0.6268,0.8436,0.5378,0.0158,0.3824
MYD13Q1_006__250m_16_days_NDVI_doy2007265_aid0001,_250m_16_days_NDVI,aid0001,2007-09-22,41614.0,-0.2,0.8511,"(-0.2,0.8511)",0.4817988,0.2150613,0.0462514,0.6304,0.8511,0.5418,0.0684,0.4056
MYD13Q1_006__250m_16_days_NDVI_doy2007281_aid0001,_250m_16_days_NDVI,aid0001,2007-10-08,41173.0,-0.2,0.9107,"(-0.2,0.9107)",0.6244223,0.2354029,0.0554145,0.7751,0.9107,0.7104,0.2911,0.5815
MYD13Q1_006__250m_16_days_NDVI_doy2007297_aid0001,_250m_16_days_NDVI,aid0001,2007-10-24,40816.0,-0.2,0.9814,"(-0.2,0.9814)",0.6783255,0.2416904,0.0584142,0.8237,0.9814,0.7767,0.3984,0.6535
MYD13Q1_006__250m_16_days_NDVI_doy2007313_aid0001,_250m_16_days_NDVI,aid0001,2007-11-09,40181.0,-0.2,0.885,"(-0.2,0.885)",0.6524397,0.2136352,0.04564,0.7771,0.885,0.733,0.4196,0.6341
MYD13Q1_006__250m_16_days_NDVI_doy2007329_aid0001,_250m_16_days_NDVI,aid0001,2007-11-25,39970.0,-0.1997,0.8869,"(-0.1997,0.8869)",0.6391702,0.2261883,0.0511611,0.7757,0.8869,0.7252,0.3608,0.6097
MYD13Q1_006__250m_16_days_NDVI_doy2007345_aid0001,_250m_16_days_NDVI,aid0001,2007-12-11,39901.0,-0.1998,0.8958,"(-0.1998,0.8958)",0.6450993,0.209328,0.0438182,0.7661,0.8958,0.7148,0.4146,0.6254
MYD13Q1_006__250m_16_days_NDVI_doy2007361_aid0001,_250m_16_days_NDVI,aid0001,2007-12-27,40858.0,-0.1998,0.902,"(-0.1998,0.902)",0.6426614,0.220081,0.0484356,0.7767,0.902,0.721,0.3592,0.6097
MYD13Q1_006__250m_16_days_NDVI_doy2008009_aid0001,_250m_16_days_NDVI,aid0001,2008-01-09,40243.0,-0.1998,0.8817,"(-0.1998,0.8817)",0.6039736,0.2132516,0.0454763,0.7338,0.8817,0.6767,0.3258,0.5706
MYD13Q1_006__250m_16_days_NDVI_doy2008025_aid0001,_250m_16_days_NDVI,aid0001,2008-01-25,41148.0,-0.2,0.9091,"(-0.2,0.9091)",0.5942258,0.2373063,0.0563143,0.741325,0.9091,0.6832,0.2892,0.560475
MYD13Q1_006__250m_16_days_NDVI_doy2008041_aid0001,_250m_16_days_NDVI,aid0001,2008-02-10,42104.0,-0.2,0.9908,"(-0.2,0.9908)",0.5589325,0.2456912,0.0603642,0.7145,0.9908,0.6504,0.224,0.5182
MYD13Q1_006__250m_16_days_NDVI_doy2008057_aid0001,_250m_16_days_NDVI,aid0001,2008-02-26,42853.0,-0.2,0.8735,"(-0.2,0.8735)",0.5498852,0.2554488,0.0652541,0.7112,0.8735,0.6565,0.2015,0.5073
MYD13Q1_006__250m_16_days_NDVI_doy2008073_aid0001,_250m_16_days_NDVI,aid0001,2008-03-13,40380.0,-0.2,0.8718,"(-0.2,0.8718)",0.5623362,0.2128741,0.0453154,0.691,0.8718,0.6365,0.293,0.5318
MYD13Q1_006__250m_16_days_NDVI_doy2008089_aid0001,_250m_16_days_NDVI,aid0001,2008-03-29,40141.0,-0.1994,0.8478,"(-0.1994,0.8478)",0.5703495,0.2051592,0.0420903,0.698,0.8478,0.6383,0.29,0.5348
MYD13Q1_006__250m_16_days_NDVI_doy2008105_aid0001,_250m_16_days_NDVI,aid0001,2008-04-14,40012.0,-0.1998,0.8222,"(-0.1998,0.8222)",0.4891693,0.191018,0.0364879,0.6044,0.8222,0.5416,0.2224,0.4516
MYD13Q1_006__250m_16_days_NDVI_doy2008121_aid0001,_250m_16_days_NDVI,aid0001,2008-04-30,39194.0,-0.2,0.8967,"(-0.2,0.8967)",0.4489265,0.1732448,0.0300138,0.5546,0.783,0.4885,0.1737,0.4022
MYD13Q1_006__250m_16_days_NDVI_doy2008137_aid0001,_250m_16_days_NDVI,aid0001,2008-05-16,39968.0,-0.2,0.8611,"(-0.2,0.8611)",0.5000669,0.1814489,0.0329237,0.609125,0.8315,0.545,0.2359,0.4598
MYD13Q1_006__250m_16_days_NDVI_doy2008153_aid0001,_250m_16_days_NDVI,aid0001,2008-06-01,39419.0,-0.2,0.834,"(-0.2,0.834)",0.4213338,0.1594575,0.0254267,0.5119,0.7157,0.4437,0.1722,0.376
MYD13Q1_006__250m_16_days_NDVI_doy2008169_aid0001,_250m_16_days_NDVI,aid0001,2008-06-17,39264.0,-0.2,0.8233,"(-0.2,0.8233)",0.3878691,0.1524802,0.0232502,0.4741,0.67,0.4077,0.1476,0.3435
MYD13Q1_006__250m_16_days_NDVI_doy2008185_aid0001,_250m_16_days_NDVI,aid0001,2008-07-03,39606.0,-0.1995,0.7963,"(-0.1995,0.7963)",0.3881833,0.1537052,0.0236253,0.4794,0.6843,0.4081,0.1364,0.3422
MYD13Q1_006__250m_16_days_NDVI_doy2008201_aid0001,_250m_16_days_NDVI,aid0001,2008-07-19,39851.0,-0.1993,0.8244,"(-0.1993,0.8244)",0.4252869,0.1647019,0.0271267,0.5293,0.7608,0.4563,0.1404,0.3737
MYD13Q1_006__250m_16_days_NDVI_doy2008217_aid0001,_250m_16_days_NDVI,aid0001,2008-08-04,39391.0,-0.2,0.8371,"(-0.2,0.8371)",0.4022059,0.1585951,0.0251524,0.4996,0.7254,0.4262,0.1231,0.3489
MYD13Q1_006__250m_16_days_NDVI_doy2008233_aid0001,_250m_16_days_NDVI,aid0001,2008-08-20,38792.0,-0.1997,0.8403,"(-0.1997,0.8403)",0.3932743,0.1589622,0.025269,0.4906,0.7183,0.41735,0.1113,0.3388
MYD13Q1_006__250m_16_days_NDVI_doy2008249_aid0001,_250m_16_days_NDVI,aid0001,2008-09-05,38954.0,-0.2,0.8504,"(-0.2,0.8504)",0.4023311,0.1504489,0.0226349,0.4918,0.7124,0.4183,0.1241,0.3447
MYD13Q1_006__250m_16_days_NDVI_doy2008265_aid0001,_250m_16_days_NDVI,aid0001,2008-09-21,40134.0,-0.2,0.8747,"(-0.2,0.8747)",0.4452749,0.1695423,0.0287446,0.5532,0.8083,0.4703,0.1247,0.3818
MYD13Q1_006__250m_16_days_NDVI_doy2008281_aid0001,_250m_16_days_NDVI,aid0001,2008-10-07,39968.0,-0.1998,0.881,"(-0.1998,0.881)",0.4854342,0.183796,0.033781,0.6048,0.8763,0.5213,0.1471,0.4217
MYD13Q1_006__250m_16_days_NDVI_doy2008297_aid0001,_250m_16_days_NDVI,aid0001,2008-10-23,39775.0,-0.2,0.8861,"(-0.2,0.8861)",0.5452546,0.1836442,0.0337252,0.6631,0.8861,0.5864,0.221,0.4862
MYD13Q1_006__250m_16_days_NDVI_doy2008313_aid0001,_250m_16_days_NDVI,aid0001,2008-11-08,40010.0,-0.1995,0.8994,"(-0.1995,0.8994)",0.5297168,0.197228,0.0388989,0.6589,0.8994,0.5771,0.1808,0.467625
MYD13Q1_006__250m_16_days_NDVI_doy2008329_aid0001,_250m_16_days_NDVI,aid0001,2008-11-24,40383.0,-0.2,0.8962,"(-0.2,0.8962)",0.570538,0.1907408,0.036382,0.6954,0.8962,0.6136,0.2234,0.5066
MYD13Q1_006__250m_16_days_NDVI_doy2008345_aid0001,_250m_16_days_NDVI,aid0001,2008-12-10,41170.0,-0.1997,0.9081,"(-0.1997,0.9081)",0.5668603,0.2040439,0.0416339,0.7004,0.9081,0.6205,0.2104,0.5043
MYD13Q1_006__250m_16_days_NDVI_doy2008361_aid0001,_250m_16_days_NDVI,aid0001,2008-12-26,43387.0,-0.2,0.8884,"(-0.2,0.8884)",0.5365524,0.2238987,0.0501306,0.68585,0.8884,0.6002,0.1506,0.4717
MYD13Q1_006__250m_16_days_NDVI_doy2009009_aid0001,_250m_16_days_NDVI,aid0001,2009-01-09,44294.0,-0.1998,0.8597,"(-0.1998,0.8597)",0.4771178,0.2366177,0.0559879,0.6358,0.8597,0.5461,0.0543,0.4032
MYD13Q1_006__250m_16_days_NDVI_doy2009025_aid0001,_250m_16_days_NDVI,aid0001,2009-01-25,42737.0,-0.2,0.885,"(-0.2,0.885)",0.5704989,0.2497413,0.0623707,0.7342,0.885,0.6583,0.1868,0.5152
MYD13Q1_006__250m_16_days_NDVI_doy2009041_aid0001,_250m_16_days_NDVI,aid0001,2009-02-10,41309.0,-0.2,0.9618,"(-0.2,0.9618)",0.6200031,0.2175412,0.0473242,0.7587,0.9618,0.6937,0.302,0.576
MYD13Q1_006__250m_16_days_NDVI_doy2009057_aid0001,_250m_16_days_NDVI,aid0001,2009-02-26,42329.0,-0.2,0.9781,"(-0.2,0.9781)",0.6261139,0.2597853,0.0674884,0.7867,0.9781,0.7299,0.3152,0.5981
MYD13Q1_006__250m_16_days_NDVI_doy2009073_aid0001,_250m_16_days_NDVI,aid0001,2009-03-14,42251.0,-0.1994,0.8799,"(-0.1994,0.8799)",0.622032,0.2490018,0.0620019,0.7727,0.8799,0.7252,0.3397,0.5995
MYD13Q1_006__250m_16_days_NDVI_doy2009089_aid0001,_250m_16_days_NDVI,aid0001,2009-03-30,43000.0,-0.1998,0.8872,"(-0.1998,0.8872)",0.6066542,0.2634863,0.069425,0.7675,0.8872,0.7222,0.294,0.578
MYD13Q1_006__250m_16_days_NDVI_doy2009105_aid0001,_250m_16_days_NDVI,aid0001,2009-04-15,42013.0,-0.2,0.8845,"(-0.2,0.8845)",0.5943223,0.2342868,0.0548903,0.7335,0.8845,0.6876,0.3195,0.5679
MYD13Q1_006__250m_16_days_NDVI_doy2009121_aid0001,_250m_16_days_NDVI,aid0001,2009-05-01,41485.0,-0.2,0.9127,"(-0.2,0.9127)",0.5841114,0.2068478,0.042786,0.7085,0.9127,0.6602,0.3194,0.5528
MYD13Q1_006__250m_16_days_NDVI_doy2009137_aid0001,_250m_16_days_NDVI,aid0001,2009-05-17,41847.0,-0.2,0.8768,"(-0.2,0.8768)",0.5438556,0.1944929,0.0378275,0.6654,0.8768,0.6053,0.2569,0.502
MYD13Q1_006__250m_16_days_NDVI_doy2009153_aid0001,_250m_16_days_NDVI,aid0001,2009-06-02,41080.0,-0.2,0.8602,"(-0.2,0.8602)",0.4980683,0.1781589,0.0317406,0.6072,0.8355,0.5418,0.2227,0.4534
MYD13Q1_006__250m_16_days_NDVI_doy2009169_aid0001,_250m_16_days_NDVI,aid0001,2009-06-18,40938.0,-0.2,0.8168,"(-0.2,0.8168)",0.3836352,0.1441323,0.0207741,0.4664,0.657,0.4034,0.1488,0.339325
MYD13Q1_006__250m_16_days_NDVI_doy2009185_aid0001,_250m_16_days_NDVI,aid0001,2009-07-04,41011.0,-0.2,0.8382,"(-0.2,0.8382)",0.3573785,0.1448586,0.020984,0.4402,0.629,0.3784,0.1256,0.3143
MYD13Q1_006__250m_16_days_NDVI_doy2009201_aid0001,_250m_16_days_NDVI,aid0001,2009-07-20,37845.0,-0.2,0.8315,"(-0.2,0.8315)",0.3167578,0.1520815,0.0231288,0.4096,0.6299,0.3463,0.0424,0.2627
MYD13Q1_006__250m_16_days_NDVI_doy2009217_aid0001,_250m_16_days_NDVI,aid0001,2009-08-05,38243.0,-0.2,0.8021,"(-0.2,0.8021)",0.303214,0.157998,0.0249634,0.4031,0.6346,0.3418,0.0169,0.2486
MYD13Q1_006__250m_16_days_NDVI_doy2009233_aid0001,_250m_16_days_NDVI,aid0001,2009-08-21,38235.0,-0.2,0.8495,"(-0.2,0.8495)",0.3420529,0.1680296,0.0282339,0.4481,0.6938,0.3823,0.0356,0.2831
MYD13Q1_006__250m_16_days_NDVI_doy2009249_aid0001,_250m_16_days_NDVI,aid0001,2009-09-06,38953.0,-0.2,0.8725,"(-0.2,0.8725)",0.4358611,0.1818293,0.0330619,0.5504,0.8159,0.476,0.1049,0.3722
MYD13Q1_006__250m_16_days_NDVI_doy2009265_aid0001,_250m_16_days_NDVI,aid0001,2009-09-22,38154.0,-0.2,0.8981,"(-0.2,0.8981)",0.4371714,0.2135749,0.0456142,0.5907,0.8981,0.4962,-0.0482,0.335125
MYD13Q1_006__250m_16_days_NDVI_doy2009281_aid0001,_250m_16_days_NDVI,aid0001,2009-10-08,38593.0,-0.2,0.8711,"(-0.2,0.8711)",0.4354322,0.2284895,0.0522075,0.6033,0.8711,0.505,-0.1109,0.3176
MYD13Q1_006__250m_16_days_NDVI_doy2009297_aid0001,_250m_16_days_NDVI,aid0001,2009-10-24,41341.0,-0.2,0.8619,"(-0.2,0.8619)",0.4687134,0.2342471,0.0548717,0.6329,0.8619,0.5429,-0.0127,0.3746
MYD13Q1_006__250m_16_days_NDVI_doy2009313_aid0001,_250m_16_days_NDVI,aid0001,2009-11-09,41040.0,-0.2,0.9579,"(-0.2,0.9579)",0.4934682,0.2393755,0.0573006,0.6663,0.9579,0.563,-0.0397,0.3839
MYD13Q1_006__250m_16_days_NDVI_doy2009329_aid0001,_250m_16_days_NDVI,aid0001,2009-11-25,40814.0,-0.2,0.8879,"(-0.2,0.8879)",0.5737603,0.2168344,0.0470172,0.720875,0.8879,0.642,0.178,0.5037
MYD13Q1_006__250m_16_days_NDVI_doy2009345_aid0001,_250m_16_days_NDVI,aid0001,2009-12-11,40944.0,-0.2,0.9885,"(-0.2,0.9885)",0.5916096,0.2463799,0.0607031,0.757,0.9885,0.6794,0.1805,0.5264
MYD13Q1_006__250m_16_days_NDVI_doy2009361_aid0001,_250m_16_days_NDVI,aid0001,2009-12-27,38986.0,-0.1991,0.9386,"(-0.1991,0.9386)",0.5955296,0.250223,0.0626116,0.7713,0.9386,0.6818,0.1149,0.508725
MYD13Q1_006__250m_16_days_NDVI_doy2010009_aid0001,_250m_16_days_NDVI,aid0001,2010-01-09,37475.0,-0.2,0.9327,"(-0.2,0.9327)",0.5806471,0.2447898,0.0599221,0.7564,0.9327,0.6648,0.0892,0.4895
MYD13Q1_006__250m_16_days_NDVI_doy2010025_aid0001,_250m_16_days_NDVI,aid0001,2010-01-25,37756.0,-0.2,0.9431,"(-0.2,0.9431)",0.5661109,0.2711838,0.0735406,0.765,0.9431,0.668,-0.006,0.45655
MYD13Q1_006__250m_16_days_NDVI_doy2010041_aid0001,_250m_16_days_NDVI,aid0001,2010-02-10,35129.0,-0.2,0.9095,"(-0.2,0.9095)",0.529078,0.2648904,0.0701669,0.7331,0.9095,0.6191,-0.1151,0.3938
MYD13Q1_006__250m_16_days_NDVI_doy2010057_aid0001,_250m_16_days_NDVI,aid0001,2010-02-26,32772.0,-0.2,0.9026,"(-0.2,0.9026)",0.4905572,0.2741701,0.0751693,0.7132,0.9026,0.5679,-0.2,0.32
MYD13Q1_006__250m_16_days_NDVI_doy2010073_aid0001,_250m_16_days_NDVI,aid0001,2010-03-14,31969.0,-0.1997,0.8684,"(-0.1997,0.8684)",0.4544634,0.2718812,0.0739194,0.6781,0.8684,0.524,-0.1997,0.2737
MYD13Q1_006__250m_16_days_NDVI_doy2010089_aid0001,_250m_16_days_NDVI,aid0001,2010-03-30,31847.0,-0.2,0.9257,"(-0.2,0.9257)",0.4798991,0.2698388,0.072813,0.69675,0.9257,0.5592,-0.2,0.3143
MYD13Q1_006__250m_16_days_NDVI_doy2010105_aid0001,_250m_16_days_NDVI,aid0001,2010-04-15,31809.0,-0.2,0.8648,"(-0.2,0.8648)",0.4680562,0.2712812,0.0735935,0.6866,0.8648,0.55,-0.2,0.2948
MYD13Q1_006__250m_16_days_NDVI_doy2010121_aid0001,_250m_16_days_NDVI,aid0001,2010-05-01,32104.0,-0.2,0.8634,"(-0.2,0.8634)",0.4871889,0.2636178,0.0694943,0.6913,0.8634,0.5741,-0.2,0.327925
MYD13Q1_006__250m_16_days_NDVI_doy2010137_aid0001,_250m_16_days_NDVI,aid0001,2010-05-17,32734.0,-0.2,0.8825,"(-0.2,0.8825)",0.497275,0.2719886,0.0739778,0.7084,0.8825,0.5908,-0.2,0.3387
MYD13Q1_006__250m_16_days_NDVI_doy2010153_aid0001,_250m_16_days_NDVI,aid0001,2010-06-02,36777.0,-0.1995,0.9044,"(-0.1995,0.9044)",0.4360879,0.2862363,0.0819312,0.667,0.9044,0.5377,-0.1995,0.2222
MYD13Q1_006__250m_16_days_NDVI_doy2010169_aid0001,_250m_16_days_NDVI,aid0001,2010-06-18,34595.0,-0.2,0.8621,"(-0.2,0.8621)",0.442168,0.2571076,0.0661043,0.6453,0.8621,0.5209,-0.2,0.2774
MYD13Q1_006__250m_16_days_NDVI_doy2010185_aid0001,_250m_16_days_NDVI,aid0001,2010-07-04,37338.0,-0.2,0.8804,"(-0.2,0.8804)",0.3719252,0.2697166,0.072747,0.589,0.8804,0.4395,-0.2,0.1641
MYD13Q1_006__250m_16_days_NDVI_doy2010201_aid0001,_250m_16_days_NDVI,aid0001,2010-07-20,36978.0,-0.2,0.7996,"(-0.2,0.7996)",0.3149274,0.2144206,0.0459762,0.480675,0.7996,0.3603,-0.2,0.1667
MYD13Q1_006__250m_16_days_NDVI_doy2010217_aid0001,_250m_16_days_NDVI,aid0001,2010-08-05,36671.0,-0.2,0.8006,"(-0.2,0.8006)",0.2592582,0.1698927,0.0288635,0.37595,0.6949,0.2917,-0.1576,0.1625
MYD13Q1_006__250m_16_days_NDVI_doy2010233_aid0001,_250m_16_days_NDVI,aid0001,2010-08-21,40505.0,-0.2,0.7655,"(-0.2,0.7655)",0.2989149,0.1744038,0.0304167,0.4207,0.7442,0.3259,-0.1318,0.1997
MYD13Q1_006__250m_16_days_NDVI_doy2010249_aid0001,_250m_16_days_NDVI,aid0001,2010-09-06,39647.0,-0.1994,0.832,"(-0.1994,0.832)",0.3130916,0.1832534,0.0335818,0.4398,0.774,0.3412,-0.1299,0.2119
MYD13Q1_006__250m_16_days_NDVI_doy2010265_aid0001,_250m_16_days_NDVI,aid0001,2010-09-22,41558.0,-0.2,0.872,"(-0.2,0.872)",0.4839905,0.224935,0.0505957,0.6534,0.872,0.5417,-0.0726,0.363
MYD13Q1_006__250m_16_days_NDVI_doy2010281_aid0001,_250m_16_days_NDVI,aid0001,2010-10-08,40333.0,-0.1997,0.8893,"(-0.1997,0.8893)",0.5345312,0.2194894,0.0481756,0.6969,0.8893,0.596,0.0194,0.4259
MYD13Q1_006__250m_16_days_NDVI_doy2010297_aid0001,_250m_16_days_NDVI,aid0001,2010-10-24,40199.0,-0.2,0.9111,"(-0.2,0.9111)",0.6352781,0.2478498,0.0614295,0.7994,0.9111,0.7332,0.2296,0.57145
MYD13Q1_006__250m_16_days_NDVI_doy2010313_aid0001,_250m_16_days_NDVI,aid0001,2010-11-09,41374.0,-0.2,0.9094,"(-0.2,0.9094)",0.6387746,0.2570307,0.0660648,0.8092,0.9094,0.7478,0.2217,0.5742
MYD13Q1_006__250m_16_days_NDVI_doy2010329_aid0001,_250m_16_days_NDVI,aid0001,2010-11-25,41345.0,-0.2,0.9024,"(-0.2,0.9024)",0.6467819,0.2472542,0.0611347,0.805,0.9024,0.7465,0.2895,0.5988
MYD13Q1_006__250m_16_days_NDVI_doy2010345_aid0001,_250m_16_days_NDVI,aid0001,2010-12-11,40243.0,-0.2,0.9191,"(-0.2,0.9191)",0.642449,0.2484834,0.061744,0.8075,0.9191,0.7414,0.2258,0.5748
MYD13Q1_006__250m_16_days_NDVI_doy2010361_aid0001,_250m_16_days_NDVI,aid0001,2010-12-27,40152.0,-0.2,0.9383,"(-0.2,0.9383)",0.6886874,0.2159409,0.0466305,0.8167,0.9383,0.7668,0.4395,0.665675
MYD13Q1_006__250m_16_days_NDVI_doy2011009_aid0001,_250m_16_days_NDVI,aid0001,2011-01-09,40301.0,-0.2,0.9486,"(-0.2,0.9486)",0.668491,0.2242502,0.0502882,0.806,0.9486,0.7485,0.3886,0.639
MYD13Q1_006__250m_16_days_NDVI_doy2011025_aid0001,_250m_16_days_NDVI,aid0001,2011-01-25,39796.0,-0.1995,0.9095,"(-0.1995,0.9095)",0.6616642,0.2208849,0.0487901,0.7919,0.9095,0.74315,0.4158,0.6414
MYD13Q1_006__250m_16_days_NDVI_doy2011041_aid0001,_250m_16_days_NDVI,aid0001,2011-02-10,40430.0,-0.2,0.9222,"(-0.2,0.9222)",0.6325364,0.2523348,0.0636728,0.7859,0.9222,0.7354,0.3294,0.6033
MYD13Q1_006__250m_16_days_NDVI_doy2011057_aid0001,_250m_16_days_NDVI,aid0001,2011-02-26,39541.0,-0.2,0.9009,"(-0.2,0.9009)",0.6453759,0.2157406,0.046544,0.7739,0.9009,0.7255,0.3804,0.6165
MYD13Q1_006__250m_16_days_NDVI_doy2011073_aid0001,_250m_16_days_NDVI,aid0001,2011-03-14,39283.0,-0.2,0.8915,"(-0.2,0.8915)",0.5718702,0.2083907,0.0434267,0.7061,0.8915,0.6431,0.232,0.51645
MYD13Q1_006__250m_16_days_NDVI_doy2011089_aid0001,_250m_16_days_NDVI,aid0001,2011-03-30,39515.0,-0.2,0.8912,"(-0.2,0.8912)",0.5907566,0.1930006,0.0372492,0.7076,0.8912,0.6525,0.3276,0.5556
MYD13Q1_006__250m_16_days_NDVI_doy2011105_aid0001,_250m_16_days_NDVI,aid0001,2011-04-15,39336.0,-0.2,0.8799,"(-0.2,0.8799)",0.5589093,0.2005035,0.0402016,0.6915,0.8799,0.6214,0.2128,0.5
MYD13Q1_006__250m_16_days_NDVI_doy2011121_aid0001,_250m_16_days_NDVI,aid0001,2011-05-01,38980.0,-0.2,0.976,"(-0.2,0.976)",0.5111193,0.2073454,0.0429921,0.6586,0.976,0.5675,0.0739,0.4246
MYD13Q1_006__250m_16_days_NDVI_doy2011137_aid0001,_250m_16_days_NDVI,aid0001,2011-05-17,39409.0,-0.2,0.8834,"(-0.2,0.8834)",0.5977446,0.2005596,0.0402242,0.7264,0.8834,0.6596,0.2842,0.5495
MYD13Q1_006__250m_16_days_NDVI_doy2011153_aid0001,_250m_16_days_NDVI,aid0001,2011-06-02,39636.0,-0.1997,0.8616,"(-0.1997,0.8616)",0.5590193,0.2004419,0.040177,0.6856,0.8616,0.6128,0.2529,0.5125
MYD13Q1_006__250m_16_days_NDVI_doy2011169_aid0001,_250m_16_days_NDVI,aid0001,2011-06-18,39297.0,-0.2,0.8491,"(-0.2,0.8491)",0.5216087,0.1948571,0.0379693,0.6469,0.8491,0.5732,0.2056,0.4703
MYD13Q1_006__250m_16_days_NDVI_doy2011185_aid0001,_250m_16_days_NDVI,aid0001,2011-07-04,38528.0,-0.2,0.8319,"(-0.2,0.8319)",0.4353517,0.1686533,0.0284439,0.5399,0.77,0.4743,0.1559,0.3863
MYD13Q1_006__250m_16_days_NDVI_doy2011201_aid0001,_250m_16_days_NDVI,aid0001,2011-07-20,38307.0,-0.2,0.8358,"(-0.2,0.8358)",0.4340059,0.178534,0.0318744,0.551,0.8029,0.4761,0.1169,0.37735
MYD13Q1_006__250m_16_days_NDVI_doy2011217_aid0001,_250m_16_days_NDVI,aid0001,2011-08-05,37827.0,-0.2,0.8271,"(-0.2,0.8271)",0.4625235,0.1999494,0.0399797,0.6066,0.8271,0.5199,0.0421,0.3807
MYD13Q1_006__250m_16_days_NDVI_doy2011233_aid0001,_250m_16_days_NDVI,aid0001,2011-08-21,37886.0,-0.2,0.8553,"(-0.2,0.8553)",0.4378359,0.2003581,0.0401434,0.5831,0.8553,0.4921,-0.012,0.345
MYD13Q1_006__250m_16_days_NDVI_doy2011249_aid0001,_250m_16_days_NDVI,aid0001,2011-09-06,39359.0,-0.2,0.8878,"(-0.2,0.8878)",0.467335,0.20809,0.0433014,0.6154,0.8878,0.5254,0.014,0.3748
MYD13Q1_006__250m_16_days_NDVI_doy2011265_aid0001,_250m_16_days_NDVI,aid0001,2011-09-22,39468.0,-0.2,0.8654,"(-0.2,0.8654)",0.5276114,0.2077021,0.0431401,0.6666,0.8654,0.5899,0.147,0.4587
MYD13Q1_006__250m_16_days_NDVI_doy2011281_aid0001,_250m_16_days_NDVI,aid0001,2011-10-08,39409.0,-0.2,0.9679,"(-0.2,0.9679)",0.5924569,0.2135207,0.0455911,0.7307,0.9679,0.6638,0.2502,0.5385
MYD13Q1_006__250m_16_days_NDVI_doy2011297_aid0001,_250m_16_days_NDVI,aid0001,2011-10-24,39309.0,-0.2,0.8774,"(-0.2,0.8774)",0.5917193,0.2105313,0.0443234,0.725,0.8774,0.6626,0.2778,0.5461
MYD13Q1_006__250m_16_days_NDVI_doy2011313_aid0001,_250m_16_days_NDVI,aid0001,2011-11-09,40479.0,-0.2,0.8775,"(-0.2,0.8775)",0.6058276,0.2047916,0.0419396,0.7294,0.8775,0.6806,0.3411,0.574
